year,interval,id,k,precision_at_k,recall_at_k
2023,360,Claim Rate,237,0.09282700421940929,0.06984126984126984
2023,360,Top10,10,0.2,0.006349206349206349
2023,360,Top20,20,0.15,0.009523809523809525
2023,360,Claim Rate,237,0.10548523206751055,0.07936507936507936
2023,360,Top10,10,0.2,0.006349206349206349
2023,360,Top20,20,0.2,0.012698412698412698
2023,360,Claim Rate,237,0.10126582278481013,0.0761904761904762
2023,360,Top10,10,0.0,0.0
2023,360,Top20,20,0.1,0.006349206349206349
2023,360,Claim Rate,237,0.10126582278481013,0.0761904761904762
2023,360,Top10,10,0.0,0.0
2023,360,Top20,20,0.1,0.006349206349206349
2023,360,Claim Rate,237,0.10970464135021098,0.08253968253968254
2024,0,Top10,10,0.3,0.019867549668874173
2024,0,Top20,20,0.25,0.033112582781456956
2024,0,Claim Rate,104,0.10576923076923077,0.0728476821192053
2024,0,Top10,10,0.4,0.026490066225165563
2024,0,Top20,20,0.3,0.039735099337748346
2024,0,Claim Rate,104,0.10576923076923077,0.0728476821192053
2024,0,Top10,10,0.5,0.033112582781456956
2024,0,Top20,20,0.3,0.039735099337748346
2024,0,Claim Rate,104,0.11538461538461539,0.07947019867549669
2024,0,Top10,10,0.4,0.026490066225165563
2024,0,Top20,20,0.3,0.039735099337748346
2024,0,Claim Rate,104,0.125,0.08609271523178808
2024,0,Top10,10,0.4,0.026490066225165563
2024,0,Top20,20,0.25,0.033112582781456956
2024,0,Claim Rate,104,0.10576923076923077,0.0728476821192053
2024,90,Top10,10,0.4,0.026490066225165563
2024,90,Top20,20,0.2,0.026490066225165563
2024,90,Claim Rate,104,0.09615384615384616,0.06622516556291391
2024,90,Top10,10,0.4,0.026490066225165563
2024,90,Top20,20,0.2,0.026490066225165563
2024,90,Claim Rate,104,0.11538461538461539,0.07947019867549669
2024,90,Top10,10,0.4,0.026490066225165563
2024,90,Top20,20,0.2,0.026490066225165563
2024,90,Claim Rate,104,0.10576923076923077,0.0728476821192053
2024,90,Top10,10,0.4,0.026490066225165563
2024,90,Top20,20,0.2,0.026490066225165563
2024,90,Claim Rate,104,0.125,0.08609271523178808
2024,90,Top10,10,0.4,0.026490066225165563
2024,90,Top20,20,0.3,0.039735099337748346
2024,90,Claim Rate,104,0.11538461538461539,0.07947019867549669
2024,180,Top10,10,0.3,0.019867549668874173
2024,180,Top20,20,0.25,0.033112582781456956
2024,180,Claim Rate,104,0.11538461538461539,0.07947019867549669
2024,180,Top10,10,0.3,0.019867549668874173
2024,180,Top20,20,0.35,0.046357615894039736
2024,180,Claim Rate,104,0.11538461538461539,0.07947019867549669
2024,180,Top10,10,0.2,0.013245033112582781
2024,180,Top20,20,0.25,0.033112582781456956
2024,180,Claim Rate,104,0.11538461538461539,0.07947019867549669
2024,180,Top10,10,0.2,0.013245033112582781
2024,180,Top20,20,0.25,0.033112582781456956
2024,180,Claim Rate,104,0.11538461538461539,0.07947019867549669
2024,180,Top10,10,0.4,0.026490066225165563
2024,180,Top20,20,0.25,0.033112582781456956
2024,180,Claim Rate,104,0.125,0.08609271523178808
2024,360,Top10,10,0.4,0.026490066225165563
2024,360,Top20,20,0.2,0.026490066225165563
2024,360,Claim Rate,104,0.14423076923076922,0.09933774834437085
2024,360,Top10,10,0.1,0.006622516556291391
2024,360,Top20,20,0.25,0.033112582781456956
2024,360,Claim Rate,104,0.11538461538461539,0.07947019867549669
2024,360,Top10,10,0.2,0.013245033112582781
2024,360,Top20,20,0.25,0.033112582781456956
2024,360,Claim Rate,104,0.125,0.08609271523178808
2024,360,Top10,10,0.2,0.013245033112582781
2024,360,Top20,20,0.25,0.033112582781456956
2024,360,Claim Rate,104,0.125,0.08609271523178808
2024,360,Top10,10,0.1,0.006622516556291391
2024,360,Top20,20,0.3,0.039735099337748346
2024,360,Claim Rate,104,0.125,0.08609271523178808
