year,interval,id,k,precision_at_k,recall_at_k
2023,180,Top20,20,0.2,0.2222222222222222
2023,180,Claim Rate,22,0.22727272727272727,0.2777777777777778
2023,180,Top10,10,0.2,0.1111111111111111
2023,180,Top20,20,0.25,0.2777777777777778
2023,180,Claim Rate,22,0.22727272727272727,0.2777777777777778
2023,180,Top10,10,0.2,0.1111111111111111
2023,180,Top20,20,0.25,0.2777777777777778
2023,180,Claim Rate,22,0.22727272727272727,0.2777777777777778
2023,180,Top10,10,0.2,0.1111111111111111
2023,180,Top20,20,0.25,0.2777777777777778
2023,180,Claim Rate,22,0.22727272727272727,0.2777777777777778
2023,180,Top10,10,0.2,0.1111111111111111
2023,180,Top20,20,0.2,0.2222222222222222
2023,180,Claim Rate,22,0.22727272727272727,0.2777777777777778
2023,180,Top10,10,0.2,0.1111111111111111
2023,180,Top20,20,0.25,0.2777777777777778
2023,180,Claim Rate,22,0.22727272727272727,0.2777777777777778
2023,180,Top10,10,0.2,0.1111111111111111
2023,180,Top20,20,0.25,0.2777777777777778
2023,180,Claim Rate,22,0.3181818181818182,0.3888888888888889
2023,180,Top10,10,0.2,0.1111111111111111
2023,180,Top20,20,0.2,0.2222222222222222
2023,180,Claim Rate,22,0.22727272727272727,0.2777777777777778
2023,180,Top10,10,0.2,0.1111111111111111
2023,180,Top20,20,0.25,0.2777777777777778
2023,180,Claim Rate,22,0.22727272727272727,0.2777777777777778
2023,180,Top10,10,0.2,0.1111111111111111
2023,180,Top20,20,0.25,0.2777777777777778
2023,180,Claim Rate,22,0.22727272727272727,0.2777777777777778
2023,180,Top10,10,0.2,0.1111111111111111
2023,180,Top20,20,0.15,0.16666666666666666
2023,180,Claim Rate,22,0.22727272727272727,0.2777777777777778
2023,180,Top10,10,0.2,0.1111111111111111
2023,180,Top20,20,0.25,0.2777777777777778
2023,180,Claim Rate,22,0.22727272727272727,0.2777777777777778
2023,180,Top10,10,0.2,0.1111111111111111
2023,180,Top20,20,0.2,0.2222222222222222
2023,180,Claim Rate,22,0.2727272727272727,0.3333333333333333
2023,180,Top10,10,0.2,0.1111111111111111
2023,180,Top20,20,0.25,0.2777777777777778
2023,180,Claim Rate,22,0.2727272727272727,0.3333333333333333
2023,180,Top10,10,0.2,0.1111111111111111
2023,180,Top20,20,0.25,0.2777777777777778
2023,180,Claim Rate,22,0.2727272727272727,0.3333333333333333
2023,180,Top10,10,0.2,0.1111111111111111
2023,180,Top20,20,0.15,0.16666666666666666
2023,180,Claim Rate,22,0.18181818181818182,0.2222222222222222
2023,180,Top10,10,0.2,0.1111111111111111
2023,180,Top20,20,0.25,0.2777777777777778
2023,180,Claim Rate,22,0.2727272727272727,0.3333333333333333
2023,180,Top10,10,0.2,0.1111111111111111
2023,180,Top20,20,0.2,0.2222222222222222
2023,180,Claim Rate,22,0.22727272727272727,0.2777777777777778
2023,360,Top10,10,0.3,0.16666666666666666
2023,360,Top20,20,0.25,0.2777777777777778
2023,360,Claim Rate,20,0.25,0.2777777777777778
2023,360,Top10,10,0.3,0.16666666666666666
2023,360,Top20,20,0.25,0.2777777777777778
2023,360,Claim Rate,20,0.25,0.2777777777777778
2023,360,Top10,10,0.3,0.16666666666666666
2023,360,Top20,20,0.25,0.2777777777777778
2023,360,Claim Rate,20,0.25,0.2777777777777778
2023,360,Top10,10,0.3,0.16666666666666666
2023,360,Top20,20,0.2,0.2222222222222222
2023,360,Claim Rate,20,0.2,0.2222222222222222
2023,360,Top10,10,0.2,0.1111111111111111
2023,360,Top20,20,0.25,0.2777777777777778
2023,360,Claim Rate,20,0.25,0.2777777777777778
2023,360,Top10,10,0.3,0.16666666666666666
2023,360,Top20,20,0.2,0.2222222222222222
2023,360,Claim Rate,20,0.2,0.2222222222222222
2023,360,Top10,10,0.3,0.16666666666666666
2023,360,Top20,20,0.25,0.2777777777777778
2023,360,Claim Rate,20,0.25,0.2777777777777778
2023,360,Top10,10,0.3,0.16666666666666666
2023,360,Top20,20,0.25,0.2777777777777778
2023,360,Claim Rate,20,0.25,0.2777777777777778
2023,360,Top10,10,0.3,0.16666666666666666
2023,360,Top20,20,0.25,0.2777777777777778
2023,360,Claim Rate,20,0.25,0.2777777777777778
2023,360,Top10,10,0.3,0.16666666666666666
2023,360,Top20,20,0.25,0.2777777777777778
2023,360,Claim Rate,20,0.25,0.2777777777777778
2023,360,Top10,10,0.3,0.16666666666666666
2023,360,Top20,20,0.25,0.2777777777777778
2023,360,Claim Rate,20,0.25,0.2777777777777778
2023,360,Top10,10,0.3,0.16666666666666666
2023,360,Top20,20,0.25,0.2777777777777778
2023,360,Claim Rate,20,0.25,0.2777777777777778
2023,360,Top10,10,0.3,0.16666666666666666
2023,360,Top20,20,0.25,0.2777777777777778
2023,360,Claim Rate,20,0.25,0.2777777777777778
2023,360,Top10,10,0.3,0.16666666666666666
2023,360,Top20,20,0.25,0.2777777777777778
2023,360,Claim Rate,20,0.25,0.2777777777777778
2023,360,Top10,10,0.4,0.2222222222222222
2023,360,Top20,20,0.3,0.3333333333333333
2023,360,Claim Rate,20,0.3,0.3333333333333333
2023,360,Top10,10,0.3,0.16666666666666666
2023,360,Top20,20,0.25,0.2777777777777778
2023,360,Claim Rate,20,0.25,0.2777777777777778
2023,360,Top10,10,0.3,0.16666666666666666
2023,360,Top20,20,0.25,0.2777777777777778
2023,360,Claim Rate,20,0.25,0.2777777777777778
2023,360,Top10,10,0.3,0.16666666666666666
2023,360,Top20,20,0.25,0.2777777777777778
2023,360,Claim Rate,20,0.25,0.2777777777777778
2023,360,Top10,10,0.2,0.1111111111111111
2023,360,Top20,20,0.25,0.2777777777777778
2023,360,Claim Rate,20,0.25,0.2777777777777778
2023,360,Top10,10,0.2,0.1111111111111111
2023,360,Top20,20,0.25,0.2777777777777778
2023,360,Claim Rate,20,0.25,0.2777777777777778
2024,0,Top10,10,0.6,0.5
2024,0,Top20,20,0.5,0.8333333333333334
2024,0,Claim Rate,10,0.6,0.5
2024,0,Top10,10,0.6,0.5
2024,0,Top20,20,0.5,0.8333333333333334
2024,0,Claim Rate,10,0.6,0.5
2024,0,Top10,10,0.6,0.5
2024,0,Top20,20,0.4,0.6666666666666666
2024,0,Claim Rate,10,0.6,0.5
2024,0,Top10,10,0.6,0.5
2024,0,Top20,20,0.5,0.8333333333333334
2024,0,Claim Rate,10,0.6,0.5
2024,0,Top10,10,0.6,0.5
2024,0,Top20,20,0.5,0.8333333333333334
2024,0,Claim Rate,10,0.6,0.5
2024,0,Top10,10,0.6,0.5
2024,0,Top20,20,0.5,0.8333333333333334
2024,0,Claim Rate,10,0.6,0.5
2024,0,Top10,10,0.6,0.5
2024,0,Top20,20,0.5,0.8333333333333334
2024,0,Claim Rate,10,0.6,0.5
2024,0,Top10,10,0.6,0.5
2024,0,Top20,20,0.35,0.5833333333333334
2024,0,Claim Rate,10,0.6,0.5
2024,0,Top10,10,0.6,0.5
2024,0,Top20,20,0.5,0.8333333333333334
2024,0,Claim Rate,10,0.6,0.5
2024,0,Top10,10,0.6,0.5
2024,0,Top20,20,0.5,0.8333333333333334
2024,0,Claim Rate,10,0.6,0.5
2024,0,Top10,10,0.6,0.5
2024,0,Top20,20,0.5,0.8333333333333334
2024,0,Claim Rate,10,0.6,0.5
2024,0,Top10,10,0.6,0.5
2024,0,Top20,20,0.5,0.8333333333333334
2024,0,Claim Rate,10,0.6,0.5
2024,0,Top10,10,0.6,0.5
2024,0,Top20,20,0.5,0.8333333333333334
2024,0,Claim Rate,10,0.6,0.5
2024,0,Top10,10,0.6,0.5
2024,0,Top20,20,0.45,0.75
2024,0,Claim Rate,10,0.6,0.5
2024,0,Top10,10,0.6,0.5
2024,0,Top20,20,0.5,0.8333333333333334
2024,0,Claim Rate,10,0.6,0.5
2024,0,Top10,10,0.6,0.5
2024,0,Top20,20,0.5,0.8333333333333334
2024,0,Claim Rate,10,0.6,0.5
2024,0,Top10,10,0.6,0.5
2024,0,Top20,20,0.4,0.6666666666666666
2024,0,Claim Rate,10,0.6,0.5
2024,0,Top10,10,0.6,0.5
2024,0,Top20,20,0.5,0.8333333333333334
2024,0,Claim Rate,10,0.6,0.5
2024,0,Top10,10,0.6,0.5
2024,0,Top20,20,0.45,0.75
2024,0,Claim Rate,10,0.6,0.5
2024,0,Top10,10,0.6,0.5
2024,0,Top20,20,0.5,0.8333333333333334
2024,0,Claim Rate,10,0.6,0.5
2024,90,Top10,10,0.6,0.5
2024,90,Top20,20,0.4,0.6666666666666666
2024,90,Claim Rate,10,0.6,0.5
2024,90,Top10,10,0.6,0.5
2024,90,Top20,20,0.4,0.6666666666666666
2024,90,Claim Rate,10,0.6,0.5
2024,90,Top10,10,0.6,0.5
2024,90,Top20,20,0.4,0.6666666666666666
2024,90,Claim Rate,10,0.6,0.5
2024,90,Top10,10,0.6,0.5
2024,90,Top20,20,0.4,0.6666666666666666
2024,90,Claim Rate,10,0.6,0.5
2024,90,Top10,10,0.6,0.5
2024,90,Top20,20,0.4,0.6666666666666666
2024,90,Claim Rate,10,0.6,0.5
2024,90,Top10,10,0.6,0.5
2024,90,Top20,20,0.4,0.6666666666666666
2024,90,Claim Rate,10,0.6,0.5
2024,90,Top10,10,0.6,0.5
2024,90,Top20,20,0.4,0.6666666666666666
2024,90,Claim Rate,10,0.6,0.5
2024,90,Top10,10,0.6,0.5
2024,90,Top20,20,0.4,0.6666666666666666
2024,90,Claim Rate,10,0.6,0.5
2024,90,Top10,10,0.6,0.5
2024,90,Top20,20,0.4,0.6666666666666666
2024,90,Claim Rate,10,0.6,0.5
2024,90,Top10,10,0.6,0.5
2024,90,Top20,20,0.4,0.6666666666666666
2024,90,Claim Rate,10,0.6,0.5
2024,90,Top10,10,0.6,0.5
2024,90,Top20,20,0.4,0.6666666666666666
2024,90,Claim Rate,10,0.6,0.5
2024,90,Top10,10,0.6,0.5
2024,90,Top20,20,0.4,0.6666666666666666
2024,90,Claim Rate,10,0.6,0.5
2024,90,Top10,10,0.6,0.5
2024,90,Top20,20,0.4,0.6666666666666666
2024,90,Claim Rate,10,0.6,0.5
2024,90,Top10,10,0.6,0.5
2024,90,Top20,20,0.4,0.6666666666666666
2024,90,Claim Rate,10,0.6,0.5
2024,90,Top10,10,0.6,0.5
2024,90,Top20,20,0.4,0.6666666666666666
2024,90,Claim Rate,10,0.6,0.5
2024,90,Top10,10,0.6,0.5
2024,90,Top20,20,0.4,0.6666666666666666
2024,90,Claim Rate,10,0.6,0.5
2024,90,Top10,10,0.6,0.5
2024,90,Top20,20,0.4,0.6666666666666666
2024,90,Claim Rate,10,0.6,0.5
2024,90,Top10,10,0.6,0.5
2024,90,Top20,20,0.4,0.6666666666666666
2024,90,Claim Rate,10,0.6,0.5
2024,90,Top10,10,0.6,0.5
2024,90,Top20,20,0.4,0.6666666666666666
2024,90,Claim Rate,10,0.6,0.5
2024,90,Top10,10,0.6,0.5
2024,90,Top20,20,0.4,0.6666666666666666
2024,90,Claim Rate,10,0.6,0.5
2024,180,Top10,10,0.4,0.3333333333333333
2024,180,Top20,20,0.35,0.5833333333333334
2024,180,Claim Rate,9,0.4444444444444444,0.3333333333333333
2024,180,Top10,10,0.4,0.3333333333333333
2024,180,Top20,20,0.35,0.5833333333333334
2024,180,Claim Rate,9,0.4444444444444444,0.3333333333333333
2024,180,Top10,10,0.4,0.3333333333333333
2024,180,Top20,20,0.35,0.5833333333333334
2024,180,Claim Rate,9,0.4444444444444444,0.3333333333333333
2024,180,Top10,10,0.4,0.3333333333333333
2024,180,Top20,20,0.35,0.5833333333333334
2024,180,Claim Rate,9,0.4444444444444444,0.3333333333333333
2024,180,Top10,10,0.4,0.3333333333333333
2024,180,Top20,20,0.35,0.5833333333333334
2024,180,Claim Rate,9,0.4444444444444444,0.3333333333333333
2024,180,Top10,10,0.4,0.3333333333333333
2024,180,Top20,20,0.35,0.5833333333333334
2024,180,Claim Rate,9,0.4444444444444444,0.3333333333333333
2024,180,Top10,10,0.4,0.3333333333333333
2024,180,Top20,20,0.35,0.5833333333333334
2024,180,Claim Rate,9,0.4444444444444444,0.3333333333333333
2024,180,Top10,10,0.4,0.3333333333333333
2024,180,Top20,20,0.35,0.5833333333333334
2024,180,Claim Rate,9,0.4444444444444444,0.3333333333333333
2024,180,Top10,10,0.6,0.5
2024,180,Top20,20,0.35,0.5833333333333334
2024,180,Claim Rate,9,0.5555555555555556,0.4166666666666667
2024,180,Top10,10,0.4,0.3333333333333333
2024,180,Top20,20,0.35,0.5833333333333334
2024,180,Claim Rate,9,0.4444444444444444,0.3333333333333333
2024,180,Top10,10,0.4,0.3333333333333333
2024,180,Top20,20,0.35,0.5833333333333334
2024,180,Claim Rate,9,0.4444444444444444,0.3333333333333333
2024,180,Top10,10,0.4,0.3333333333333333
2024,180,Top20,20,0.35,0.5833333333333334
2024,180,Claim Rate,9,0.4444444444444444,0.3333333333333333
2024,180,Top10,10,0.4,0.3333333333333333
2024,180,Top20,20,0.35,0.5833333333333334
2024,180,Claim Rate,9,0.4444444444444444,0.3333333333333333
2024,180,Top10,10,0.4,0.3333333333333333
2024,180,Top20,20,0.35,0.5833333333333334
2024,180,Claim Rate,9,0.4444444444444444,0.3333333333333333
2024,180,Top10,10,0.4,0.3333333333333333
2024,180,Top20,20,0.35,0.5833333333333334
2024,180,Claim Rate,9,0.3333333333333333,0.25
2024,180,Top10,10,0.4,0.3333333333333333
2024,180,Top20,20,0.35,0.5833333333333334
2024,180,Claim Rate,9,0.4444444444444444,0.3333333333333333
2024,180,Top10,10,0.5,0.4166666666666667
2024,180,Top20,20,0.35,0.5833333333333334
2024,180,Claim Rate,9,0.4444444444444444,0.3333333333333333
2024,180,Top10,10,0.4,0.3333333333333333
2024,180,Top20,20,0.35,0.5833333333333334
2024,180,Claim Rate,9,0.4444444444444444,0.3333333333333333
2024,180,Top10,10,0.4,0.3333333333333333
2024,180,Top20,20,0.35,0.5833333333333334
2024,180,Claim Rate,9,0.4444444444444444,0.3333333333333333
2024,180,Top10,10,0.4,0.3333333333333333
2024,180,Top20,20,0.35,0.5833333333333334
2024,180,Claim Rate,9,0.4444444444444444,0.3333333333333333
2024,360,Top10,10,0.4,0.3333333333333333
2024,360,Top20,20,0.35,0.5833333333333334
2024,360,Claim Rate,9,0.4444444444444444,0.3333333333333333
2024,360,Top10,10,0.4,0.3333333333333333
2024,360,Top20,20,0.35,0.5833333333333334
2024,360,Claim Rate,9,0.4444444444444444,0.3333333333333333
2024,360,Top10,10,0.4,0.3333333333333333
2024,360,Top20,20,0.35,0.5833333333333334
2024,360,Claim Rate,9,0.4444444444444444,0.3333333333333333
2024,360,Top10,10,0.4,0.3333333333333333
2024,360,Top20,20,0.35,0.5833333333333334
2024,360,Claim Rate,9,0.4444444444444444,0.3333333333333333
2024,360,Top10,10,0.4,0.3333333333333333
2024,360,Top20,20,0.35,0.5833333333333334
2024,360,Claim Rate,9,0.4444444444444444,0.3333333333333333
2024,360,Top10,10,0.4,0.3333333333333333
2024,360,Top20,20,0.35,0.5833333333333334
2024,360,Claim Rate,9,0.4444444444444444,0.3333333333333333
2024,360,Top10,10,0.5,0.4166666666666667
2024,360,Top20,20,0.4,0.6666666666666666
2024,360,Claim Rate,9,0.4444444444444444,0.3333333333333333
2024,360,Top10,10,0.4,0.3333333333333333
2024,360,Top20,20,0.35,0.5833333333333334
2024,360,Claim Rate,9,0.4444444444444444,0.3333333333333333
2024,360,Top10,10,0.4,0.3333333333333333
2024,360,Top20,20,0.35,0.5833333333333334
2024,360,Claim Rate,9,0.4444444444444444,0.3333333333333333
2024,360,Top10,10,0.4,0.3333333333333333
2024,360,Top20,20,0.35,0.5833333333333334
2024,360,Claim Rate,9,0.4444444444444444,0.3333333333333333
2024,360,Top10,10,0.4,0.3333333333333333
2024,360,Top20,20,0.35,0.5833333333333334
2024,360,Claim Rate,9,0.4444444444444444,0.3333333333333333
2024,360,Top10,10,0.4,0.3333333333333333
2024,360,Top20,20,0.35,0.5833333333333334
2024,360,Claim Rate,9,0.4444444444444444,0.3333333333333333
2024,360,Top10,10,0.4,0.3333333333333333
2024,360,Top20,20,0.35,0.5833333333333334
2024,360,Claim Rate,9,0.4444444444444444,0.3333333333333333
2024,360,Top10,10,0.4,0.3333333333333333
2024,360,Top20,20,0.35,0.5833333333333334
2024,360,Claim Rate,9,0.4444444444444444,0.3333333333333333
2024,360,Top10,10,0.4,0.3333333333333333
2024,360,Top20,20,0.35,0.5833333333333334
2024,360,Claim Rate,9,0.4444444444444444,0.3333333333333333
2024,360,Top10,10,0.4,0.3333333333333333
2024,360,Top20,20,0.4,0.6666666666666666
2024,360,Claim Rate,9,0.4444444444444444,0.3333333333333333
2024,360,Top10,10,0.4,0.3333333333333333
2024,360,Top20,20,0.35,0.5833333333333334
2024,360,Claim Rate,9,0.4444444444444444,0.3333333333333333
2024,360,Top10,10,0.4,0.3333333333333333
2024,360,Top20,20,0.35,0.5833333333333334
2024,360,Claim Rate,9,0.4444444444444444,0.3333333333333333
2024,360,Top10,10,0.4,0.3333333333333333
2024,360,Top20,20,0.35,0.5833333333333334
2024,360,Claim Rate,9,0.4444444444444444,0.3333333333333333
2024,360,Top10,10,0.4,0.3333333333333333
2024,360,Top20,20,0.35,0.5833333333333334
2024,360,Claim Rate,9,0.4444444444444444,0.3333333333333333
